,Content
1371,have longevity
1372,with what they doing
1373,you know just
1374,creating the mindset of
1375,consistency
1376,and
1377,persistence
1378,You know
1379,things happen to where
1380,the b
1381,bumps in the road come and you start
1382,thinking like
1383,I can't do this anymore
1384,What I'm doing right now
1385,is
1386,pretty much
1387,giving up on myself
1388,I'm like nah nah nah nah
1389,I gotta find
1390,a better way
1391,to get this money
1392,because you know what it all comes down to is
1393,niggas be broke
1394,and they be like yo hold up
1395,But there's
1396,a thing that we have to realize you know
1397,Whatever we do
1398,our time is precious
1399,It's all gonna add up in the end
1400,And
1401,it's just like
1402,you know
1403,at the end of the day what football taught me
1404,was just
1405,that struggle is you know what I'm saying necessary
1406,to get to the top
1407,of what you trying to get to
1408,You have to struggle a little bit
1409,Hold on
1410,So
1411,I think
1412,I heard this poem
1413,and this is
1414,a poem
1415,called Invictus
1416,and this is by William Ernest Henley
1417,<>
1418,Out of the night that covers me
1419,black as the pit from pole to pole
1420,I thank whatever gods may be
1421,for my unconquerable soul
1422,In the fell clutch of circumstance I have not winced nor cried aloud
1423,Under the bludgeonings of chance
1424,my head is bloody
1425,but unbowed
1426,Beyond this place of wrath and tears looms but the horror of the shade
1427,and yet
1428,the menace of the years
1429,finds and shall find me
1430,unafraid
1431,It matters not how strait
1432,the gate
1433,how charged with punishments the scroll
1434,I
1435,am the master of my fate
1436,I am
1437,the captain of my soul
1438,So
1439,That was dope as well man
1440,Oh man well
1441,I appreciate you for your time though man
1442,Definitely definitely
1443,and the words of wisdom
1444,and
1445,just you know
1446,everything I'm excited
1447,about your future
1448,Definitely gonna
1449,I appreciate that
1450,be in touch after this interview
1451,and um
1452,it's  and
1453,I'm signing off This is a wrap
0,Um
1,yup
2,We're recording now
3,Yeah
4,Um
5,Okay
6,ay this is
7, I'm gonna be in
8,ducting this
9,interview
10,or conducting this interview
11,with
12,Mr 
13,Um
14,may I have your
15,guess government name?
16,Uh my government name is um 
17,Mmhm
18,Yeah from originally from Compton California
19,Been living in Atlanta for like
20,uh wanna say
21,seven
22,eight years now
23,yeah
24,Nice
25,definitely hit on a lot of points that
26,I ain't even have to ask for
27,Yeah <> yeah
28,So um
29,let's just get right into it How um
30,long you been living in Atlanta?
31,Uh about
32,maybe seven
33,eight years I moved down here my uh senior year in high school
34,Mmhm
35,because uh my mother got a job down here and uh
36,due to the um
37,<ts>
38,uh I'll say the nature of
39,California and
40,how Los Angeles is and operates I I couldn't stay with my father
41,due to like some political situations as far as the streets was concerned So I couldn't
42,Okay
43,stay with him
44,so I
45,I moved out here with my mom
46,Wow okay
47,Yeah
48,Now that sounds like a very interesting story
49,Yeah
50,that can um
51,indirectly
52,tie into
53,Yeah
54,<>
55,what you call it again? Um how old are you?
56,I'm twentysix years old
57,Ooh okay okay
58,Yeah I'm old as hell
59,Yeah
60,<>
61,I'm a little bit older
62,<>
63,unintelligible right now I'm twentyseven
64,<>
65,Um
66,let's see
67,what's your
68,nationality or what do you identify as?
69,I am
70,of black descent
71,I'm African American
72,Okay
73,Yeah
74,I can dig it
75,Yeah <>
76,Um
77,Let's see obviously
78,you're male
79,Yeah
80,Okay Um let's see
81,What about schoolwise
82,did did you actually say how long you been
83,living in Atlanta for?
84,Yeah
85,I been living here for like seven years off and on kind of
86,S
87,cause I been to uh I'm from California
88,yeah
89,Mmhm
90,I came down here my senior year
91,and uh
92,Fresh out the ?
93,I left
94,I went to RDSCHOOL University my freshman year
95,Wow
96,to
97,yeah and then uh
98,Oh I caught your early wave with Atlanta
99,yeah
100,Yeah the early wave Y go Wildcats matter fact Go RDSCHOOL I feel you
101,Okay
102,<>
103,Yeah
104,But um
105,and then after that I uh was looking for another place to play I was playing basketball at the time
106,Yeah
107,<ts>
108,And I end up down in Mississippi at RDSCHOOL College playing ball for Coach 
109,And
110,I stayed there for a while
111,go went back to RDSCHOOL
112,c
113,and came back to RDSCHOOL and end up graduating there
114,Uh April twentyfourth two thousand sixteen
115,got my degree
116,<> Yeah
117,Nice nice nice
118,Congratulations on that
119,Thank you It was rough <>
120,I believe it but you persevered
121,Yeah
122,What did um getting your degree
123,you know teach you in particular? What did you learn from that?
124,Um
125,my degree
126,taught me really that
127,you know
128,like
129,not necessarily you know nothing matters because stuff does matter but
130,as far as like when people say oh you you're from this area You're from you know this
131,demographic or you're from
132,you know this area This is
133,basically what's gonna be the end result as to
134,Mmhm
135,you know
136,what you are and you know what you're destined to be
137,Yeah
138,And it wasn't like that for me I I m
139,I made myself different
140,I performed different I operated different and I got different results
141,You know I stayed out of the
142,well I did my best to stay out of the streets and
143,you know
144,be a
145,you know be be better
146,and
147,I persevered
148,It worked out for me and
149,thank god I'm p I'm still here
150,You know it's
151,been many close calls but I mean I m I made it I'm out
152,<> you know
153,Wow Amazing amazing Um
154,Yeah
155,let's see
156,so
157,that's
158,that's cool Let's let's backtrack to
159,like um maybe middle school
160,Mmhm
161,in um
162,Cali How does that compare
163,I know middle school and college is a totally different experience
164,Yeah
165,<> Yeah
166,altogether
167,Yeah
168,But
169,what about
170,w
171,some difference as far as the culture
172,in Cali unintelligible
173,Uh
174,the
175,culture is so different down here
176,Um
177,number one the dialect
178,Like when I I remember when my like when I first came down here
179,uh
180,it was hard for me to understand people like ing
181,Okay
182,cause the accent was so thick and you know I'm I'm coming from California where you can
183,everything you can pretty much hear straight off rip
184,And in a lot of th the Southern drawl that they have the oh man hey oh we got to got way we gotta nonstandard pronunciation I'm like
185,what?
186,Mm
187,<> Ay
188,what boy we ate man We gotta nonstandard pronunciation
189,what?
190,Never mind That's the only pa <> that's the one <>
191,Mmhm
192,that's the one phrase I always heard every time they got tired of talking to me they just hit ne never mind or forget it
193,I I can hear that part
194,Mmhm
195,<> But
196,it was so different and then
197,<>
198,like
199,It's so true though
200,yeah and being from California like and and and just like
201,down here it's just so different because like you know
202,it's it's
203,being that it's like
204,you know the South like s
205,s
206,quote unquote
207,especially like with like the the the the like like
208,trees and s like just little stuff like little like trees and stuff like I I never seen this many trees before
209,like before I came down here
210,A lot of people say that
211,Yeah like
212,and
213,California I can
214,everything is pretty much
215,accessed
216,where I am
217,Like it's
218,Mm
219,everything I need is right here
220,Down here in Georgia I gotta
221,drive up the street to go to the gas station I gotta drive around the corner I gotta drive here and drive there
222,California I can pretty much walk anywhere I wanted and then
223,I'm there
224,You know I mean everything is right around my vicinity Everything is in my area
225,Wow
226,So it was real different It was
227,really different really really different
228,s from
229,from the
230,living situations to dialect to even
231,Mmhm
232,when it came to like women and stuff like that Like everything was different down here
233,It was
234,Oh yes we gonna get into all of that inaudible
235,Yeah <>
236,a good
237,twentyfive or so
238,thirty so
239,forty so minutes to kill
240,Yeah
241,right quick you know
242,Well yeah let's um
243,<sound effect> what do we want right now?
244,<>
245,Let's go even
246,just
247,more
248,things that can segue into more things Um
249,what kind of food do you enjoy?
250,Man I am the simplest person in the world
251,I like just straight up burgers
252,fries
253,Mmhm
254,<>
255,pizza hot do I don't be I don't do all the
256,the the the
257,Fancy shit
258,the yeah the fancy the shrimp scampis and sca I don't I don't need all tha I'm allergic to seafood matter fact I can't even eat none of that
